Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
846,59018340.0,297632.53,269434200.0,0.6646555732256939,1018.636,0.03597113817561586,23155533284104.184,27603780898459.69,59848733000000.0,6,6214497590136.931,0.1630441,-388107466.351223,3010888501.648776,0.25,0.04745975271369955,12330503000.0,[629.66077],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[629.66077],[949.43646],1.0978679331255818,1.0978679331255818
847,58961584.0,299980.8,269488860.0,0.6647571982539429,1018.687,0.03596026933504074,23155145126173.492,27603780898459.69,59919064000000.0,6,6214497590136.931,0.1630441,-388157930.6919899,3010838037.3080106,0.25,0.04745975271369955,12330503000.0,[630.6631],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[630.6631],[950.6692],1.099315106286607,1.099315106286607
848,58904810.0,302180.84,269543700.0,0.6648587746112012,1019.118,0.03596820574843578,23154756917771.9,27603780898459.69,59989297000000.0,6,6214497590136.931,0.1630441,-388208401.59446716,3010787566.4055324,0.25,0.04745975271369955,12330503000.0,[631.58],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[631.58],[951.89856],1.0484799690854363,1.0484799690854363
849,58848010.0,304240.7,269598660.0,0.6649603509684596,1019.745,0.03596662698318012,23154368658892.84,27603780898459.69,60059535000000.0,6,6214497590136.931,0.1630441,-388258879.0595112,3010737088.9404883,0.25,0.04745975271369955,12330503000.0,[632.45294],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[632.45294],[953.1296],1.0237043235145946,1.0237043235145946
850,58791304.0,306058.38,269653800.0,0.6650620733386896,1020.62,0.035965480172965504,23153980349529.75,27603780898459.69,60129773000000.0,6,6214497590136.931,0.1630441,-388309363.08797455,3010686604.9120255,0.25,0.04745975271369955,12330503000.0,[633.2702],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[633.2702],[954.3606],0.9914572350467953,0.9914572350467953
851,58730670.0,307661.7,269713000.0,0.6651756714306116,1021.124,0.035964734898422855,23153591989676.07,27603780898459.69,60200006000000.0,6,6214497590136.931,0.1630441,-388359853.68070984,3010636114.3192897,0.25,0.04745975271369955,12330503000.0,[634.1708],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[634.1708],[955.5916],1.039695636195225,1.039695636195225
852,58669944.0,309247.56,269772350.0,0.6652893181935241,1021.662,0.03596436682405689,23153203579325.23,27603780898459.69,60270244000000.0,6,6214497590136.931,0.1630441,-388410350.83857346,3010585617.1614275,0.25,0.04745975271369955,12330503000.0,[635.0637],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[635.0637],[956.82263],1.0352736324581056,1.0352736324581056
853,58608984.0,310955.2,269831800.0,0.6654029649564366,1021.759,0.035964354656309254,23152815118470.668,27603780898459.69,60340478000000.0,6,6214497590136.931,0.1630441,-388460854.56241417,3010535113.437586,0.25,0.04745975271369955,12330503000.0,[636.05566],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[636.05566],[958.05365],1.0926136549608025,1.0926136549608025
854,58547836.0,312721.44,269891400.0,0.6655166117193491,1021.789,0.035964674059684676,23152426607105.816,27603780898459.69,60410716000000.0,6,6214497590136.931,0.1630441,-388511364.8530884,3010484603.1469107,0.25,0.04745975271369955,12330503000.0,[637.0627],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[637.0627],[959.28467],1.101324438686022,1.101324438686022
855,58486576.0,314474.03,269951070.0,0.6656303071532521,1022.207,0.03594742627741182,23152038045224.105,27603780898459.69,60480954000000.0,6,6214497590136.931,0.1630441,-388561881.7114525,3010434086.288548,0.25,0.04745975271369955,12330503000.0,[637.98254],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[637.98254],[960.5158],1.0509075838749231,1.0509075838749231
856,58425180.0,316262.06,270010880.0,0.6657439539161646,1022.755,0.03595110702107146,23160655952114.97,27603780898459.69,60569655000000.0,3,6223504108383.506,0.1630441,8617906890.861645,3010383562.861644,0.25,0.04745975271369955,12330503000.0,[638.8732],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[638.8732],[962.11176],1.1875963975514745,1.1875963975514745
857,58363924.0,317821.3,270070880.0,0.6658576493500676,1023.677,0.03594867042960752,23169274979563.996,27603780898459.69,60658356000000.0,3,6232510626630.081,0.1630441,8619027449.02589,3011504121.025891,0.25,0.04745975271369955,12330503000.0,[639.67993],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[639.67993],[963.491],1.0477446675609627,1.0477446675609627
858,58310840.0,319247.84,270122750.0,0.6659463765658233,1024.099,0.035950170104503555,23177895127716.89,27603780898459.69,60747053000000.0,3,6241517144876.656,0.1630441,8620148152.89264,3012624824.8926396,0.25,0.04745975271369955,12330503000.0,[640.59894],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[640.59894],[964.8703],1.112752094238378,1.112752094238378
859,58257612.0,320725.0,270174700.0,0.666035103781579,1024.694,0.035951910092415384,23186516396719.37,27603780898459.69,60835754000000.0,3,6250523663123.231,0.1630441,8621269002.480835,3013745674.480837,0.25,0.04745975271369955,12330503000.0,[641.47906],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[641.47906],[966.2495],1.0902552841437,1.0902552841437
860,58204130.0,322361.84,270226780.0,0.6661238796683252,1024.735,0.03595387518365846,23195138786717.18,27603780898459.69,60924455000000.0,3,6259530181369.807,0.1630441,8622389997.80943,3014866669.8094287,0.25,0.04745975271369955,12330503000.0,[642.4836],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[642.4836],[967.6287],1.162286864648817,1.162286864648817
861,58150480.0,324020.7,270278940.0,0.6662127042260619,1024.747,0.035937658617997685,23203762297856.08,27603780898459.69,61013156000000.0,3,6268536699616.382,0.1630441,8623511138.897366,3015987810.897365,0.25,0.04745975271369955,12330503000.0,[643.4946],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[643.4946],[969.008],1.1660835633663789,1.1660835633663789
862,58096824.0,325585.4,270331260.0,0.6663013827708271,1025.312,0.035940034370723455,23212386930281.84,27603780898459.69,61101857000000.0,3,6277543217862.957,0.1630441,8624632425.7636,3017109097.763601,0.25,0.04745975271369955,12330503000.0,[644.3815],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[644.3815],[970.38727],1.0941630365787356,1.0941630365787356
863,58043190.0,327012.25,270383680.0,0.6663902559995544,1025.819,0.03594166180696966,23221012684140.266,27603780898459.69,61190560000000.0,3,6286549736109.532,0.1630441,8625753858.42709,3018230530.4270887,0.25,0.04745975271369955,12330503000.0,[645.2814],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[645.2814],[971.76654],1.1017028783945693,1.1017028783945693
864,57989684.0,328211.06,270436200.0,0.6664788858733289,1026.856,0.035944408675998296,23229639559577.17,27603780898459.69,61279260000000.0,3,6295556254356.107,0.1630441,8626875436.906788,3019352108.9067883,0.25,0.04745975271369955,12330503000.0,[646.06226],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[646.06226],[973.1458],1.0327854468782869,1.0327854468782869
865,57917516.0,329178.88,270507650.0,0.6666250935289132,1027.513,0.03594732285155692,23238267556738.395,27603780898459.69,61367960000000.0,3,6304562772602.683,0.1630441,8627997161.221657,3020473833.2216578,0.25,0.04745975271369955,12330503000.0,[646.92847],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[646.92847],[974.525],1.0821911951872516,1.0821911951872516
866,57845436.0,329984.9,270579170.0,0.6667712525135069,1028.196,0.0359503952078348,23246896675769.785,27603780898459.69,61456658000000.0,3,6313569290849.258,0.1630441,8629119031.390663,3021595703.3906612,0.25,0.04745975271369955,12330503000.0,[647.7888],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[647.7888],[975.90424],1.0788071391512744,1.0788071391512744
867,57773320.0,330751.0,270650780.0,0.666917460169091,1028.261,0.03594676921903952,23255526916817.22,27603780898459.69,61545360000000.0,3,6322575809095.833,0.1630441,8630241047.432762,3022717719.432762,0.25,0.04745975271369955,12330503000.0,[648.78796],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[648.78796],[977.2835],1.1591701629348548,1.1591701629348548
868,57701000.0,331647.97,270722400.0,0.6670635704826942,1028.284,0.035937208411335186,23264158280026.586,27603780898459.69,61634056000000.0,3,6331582327342.408,0.1630441,8631363209.366928,3023839881.3669286,0.25,0.04745975271369955,12330503000.0,[649.7966],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[649.7966],[978.6628],1.1646426979119808,1.1646426979119808
869,57628624.0,332526.38,270794100.0,0.6672096807962973,1028.776,0.03594067621941121,23272790765543.797,27603780898459.69,61722757000000.0,3,6340588845588.983,0.1630441,8632485517.212132,3024962189.2121305,0.25,0.04745975271369955,12330503000.0,[650.6998],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[650.6998],[980.042],1.1036477199065824,1.1036477199065824
870,57556330.0,333244.34,270865860.0,0.6673557911099004,1029.424,0.03587786326418155,23281424373514.785,27603780898459.69,61811466000000.0,3,6349595363835.559,0.1630441,8633607970.987339,3026084642.98734,0.25,0.04745975271369955,12330503000.0,[651.56805],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[651.56805],[981.42145],1.0834614925824182,1.0834614925824182
871,57484292.0,333620.62,270937700.0,0.6675020474364752,1030.329,0.035893018193861155,23290059104085.496,27603780898459.69,61900170000000.0,3,6358601882082.134,0.1630441,8634730570.711533,3027207242.711532,0.25,0.04745975271369955,12330503000.0,[652.37854],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[652.37854],[982.8007],1.0499727794071172,1.0499727794071172
872,57428972.0,333833.53,270992930.0,0.6675976859328876,1030.906,0.03589752330242307,23298694957401.9,27603780898459.69,61988877000000.0,3,6367608400328.709,0.1630441,8635853316.403683,3028329988.4036837,0.25,0.04745975271369955,12330503000.0,[653.2627],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[653.2627],[984.18005],1.0926249811000353,1.0926249811000353
873,57373680.0,333968.84,271048220.0,0.6676933244293001,1031.509,0.03590210141747081,23307331933609.98,27603780898459.69,62077582000000.0,3,6376614918575.284,0.1630441,8636976208.082775,3029452880.082775,0.25,0.04745975271369955,12330503000.0,[654.14105],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[654.14105],[985.5593],1.089239724347756,1.089239724347756
874,57318280.0,334234.53,271103520.0,0.6677889629257125,1031.587,0.035895257059426026,23315970032855.75,27603780898459.69,62166288000000.0,3,6385621436821.859,0.1630441,8638099245.767788,3030575917.7677875,0.25,0.04745975271369955,12330503000.0,[655.13727],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[655.13727],[986.93866],1.15751639835231,1.15751639835231
875,57262830.0,334599.0,271158820.0,0.667884601422125,1031.602,0.03592475472163059,23324609255285.227,27603780898459.69,62254990000000.0,3,6394627955068.435,0.1630441,8639222429.477707,3031699101.477707,0.25,0.04745975271369955,12330503000.0,[656.14764],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[656.14764],[988.3179],1.1656575558336555,1.1656575558336555
876,57207376.0,334948.88,271214140.0,0.6679802399185374,1032.062,0.03592955185613576,23333249601044.457,27603780898459.69,62343690000000.0,3,6403634473315.01,0.1630441,8640345759.231522,3032822431.2315197,0.25,0.04745975271369955,12330503000.0,[657.0581],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[657.0581],[989.69714],1.1078112641279125,1.1078112641279125
877,57152056.0,335138.72,271269500.0,0.6680759270859404,1032.564,0.03593440678744219,23341891070279.504,27603780898459.69,62432390000000.0,3,6412640991561.585,0.1630441,8641469235.048214,3033945907.0482154,0.25,0.04745975271369955,12330503000.0,[657.9591],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[657.9591],[991.07635],1.1023457864284665,1.1023457864284665
878,57097016.0,335038.16,271324930.0,0.6681715169113623,1033.618,0.0359431979851086,23350533663136.45,27603780898459.69,62521090000000.0,3,6421647509808.16,0.1630441,8642592856.946785,3035069528.946786,0.25,0.04745975271369955,12330503000.0,[658.73615],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[658.73615],[992.45557],1.0305610875523201,1.0305610875523201
879,57041884.0,334775.1,271380640.0,0.6682682748405572,1034.258,0.0359526097379044,23359177379761.395,27603780898459.69,62609830000000.0,3,6430654028054.735,0.1630441,8643716624.946228,3036193296.946227,0.25,0.04745975271369955,12330503000.0,[659.60614],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[659.60614],[993.83606],1.0849287350877344,1.0849287350877344
880,56986828.0,334452.56,271436350.0,0.668365032769752,1034.813,0.03595717872714141,23367822220300.46,27603780898459.69,62698570000000.0,3,6439660546301.311,0.1630441,8644840539.065533,3037317211.065534,0.25,0.04745975271369955,12330503000.0,[660.49524],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[660.49524],[995.2159],1.0957075014633246,1.0957075014633246
881,56931784.0,334146.03,271492060.0,0.668461790698947,1034.881,0.03596181768092732,23376468184899.785,27603780898459.69,62787313000000.0,3,6448667064547.886,0.1630441,8645964599.323708,3038441271.3237085,0.25,0.04745975271369955,12330503000.0,[661.4937],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[661.4937],[996.5957],1.1590258813490446,1.1590258813490446
882,56876736.0,333866.06,271547700.0,0.6685584999571513,1034.904,0.03596652659926213,23385115273705.523,27603780898459.69,62876050000000.0,3,6457673582794.461,0.1630441,8647088805.73975,3039565477.73975,0.25,0.04745975271369955,12330503000.0,[662.5023],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[662.5023],[997.9755],1.1648731734484414,1.1648731734484414
883,56821770.0,333524.4,271603360.0,0.6686552578863462,1035.409,0.035971299398272025,23393763486863.855,27603780898459.69,62964790000000.0,3,6466680101041.036,0.1630441,8648213158.332664,3040689830.3326645,0.25,0.04745975271369955,12330503000.0,[663.40265],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[663.40265],[999.35535],1.1021971589125479,1.1021971589125479
884,56767028.0,332979.53,271658980.0,0.6687519671445505,1036.017,0.035933247809479936,23402412824520.977,27603780898459.69,63053580000000.0,3,6475686619287.611,0.1630441,8649337657.12146,3041814329.121458,0.25,0.04745975271369955,12330503000.0,[664.27985],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[664.27985],[1000.7366],1.0894108010960228,1.0894108010960228
885,56712670.0,332094.66,271714600.0,0.6688486277317643,1036.941,0.03593763428250242,23411063286823.1,27603780898459.69,63142370000000.0,3,6484693137534.187,0.1630441,8650462302.125141,3042938974.125141,0.25,0.04745975271369955,12330503000.0,[665.0861],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[665.0861],[1002.11707],1.048013993535573,1.048013993535573
886,56663856.0,331002.84,271764700.0,0.6689289348661565,1037.583,0.035944804127796444,23410708354620.465,27603780898459.69,63212690000000.0,8,6484693137534.187,0.1630441,-354932202.6372757,3044063765.362725,0.25,0.04745975271369955,12330503000.0,[665.9557],1728767700.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[665.9557],[1002.88324],0.826036844811679,0.826036844811679
887,56615256.0,329769.88,271814750.0,0.6690092906715391,1038.243,0.03594216676849652,23410350636043.156,27603780898459.69,63283017000000.0,8,6484693137534.187,0.1630441,-357718577.30732155,3044017614.692678,0.25,0.04745975271369955,12330503000.0,[666.8212],1726028000.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[666.8212],[1004.1159],1.0200998443218232,1.0200998443218232
888,56566716.0,328561.47,271864700.0,0.6690895978059312,1038.305,0.03594675705129189,23409990131752.875,27603780898459.69,63353343000000.0,8,6484693137534.187,0.1630441,-360504290.280529,3043971101.719472,0.25,0.04745975271369955,12330503000.0,[667.82104],1723288300.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[667.82104],[1005.3486],1.0978434794044183,1.0978434794044183
889,56518190.0,327426.56,271914600.0,0.6691699049403234,1038.323,0.03595832857929294,23409626840363.402,27603780898459.69,63423665000000.0,8,6484693137534.187,0.1630441,-363291389.4708538,3043924226.5291457,0.25,0.04745975271369955,12330503000.0,[668.83075],1720548600.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[668.83075],[1006.5812],1.1035466197425299,1.1035466197425299
890,56469836.0,326217.97,271964380.0,0.6692502120747155,1038.795,0.036015526118988964,23409260762536.344,27603780898459.69,63493980000000.0,8,6484693137534.187,0.1630441,-366077827.05854607,3043876988.9414544,0.25,0.04745975271369955,12330503000.0,[669.7385],1717808900.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[669.7385],[1007.81354],1.044414427781415,1.044414427781415
891,56421764.0,324797.47,272014050.0,0.6693305192091076,1039.2,0.03603934752692172,23408891896885.387,27603780898459.69,63564290000000.0,8,6484693137534.187,0.1630441,-368865650.95757675,3043829389.0424237,0.25,0.04745975271369955,12330503000.0,[670.6613],1715069200.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[670.6613],[1009.0459],1.0531348586971583,1.0531348586971583
892,56374110.0,323070.06,272063600.0,0.6694108263434997,1040.681,0.036044245045344876,23408520244072.04,27603780898459.69,63634600000000.0,8,6484693137534.187,0.1630441,-371652813.34820366,3043781426.651797,0.25,0.04745975271369955,12330503000.0,[671.34247],1712329500.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[671.34247],[1010.2783],0.9132395175275659,0.9132395175275659
893,56317044.0,321288.0,272122620.0,0.6695199953752825,1041.388,0.03604919427669548,23408145802709.895,27603780898459.69,63704910000000.0,8,6484693137534.187,0.1630441,-374441362.1444149,3043733101.8555856,0.25,0.04745975271369955,12330503000.0,[672.19745],1709589800.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[672.19745],[1011.51074],1.0138730376932688,1.0138730376932688
894,56260204.0,319411.75,272181500.0,0.6696292130780558,1041.831,0.03605418609516281,23407768573460.367,27603780898459.69,63775220000000.0,8,6484693137534.187,0.1630441,-377229249.5264778,3043684414.4735227,0.25,0.04745975271369955,12330503000.0,[673.1117],1706850000.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[673.1117],[1012.7431],1.0481940424098448,1.0481940424098448
895,56203320.0,317703.88,272240200.0,0.6697384307808291,1041.891,0.036059220500746864,23407388554936.957,27603780898459.69,63845528000000.0,8,6484693137534.187,0.1630441,-380018523.40839195,3043635364.5916076,0.25,0.04745975271369955,12330503000.0,[674.11194],1704110300.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[674.11194],[1013.97546],1.0979891447718706,1.0979891447718706
896,56146388.0,316172.4,272298800.0,0.6698477458255835,1041.904,0.036053340436702164,23407005747800.99,27603780898459.69,63915837000000.0,8,6484693137534.187,0.1630441,-382807135.9704399,3043585952.029559,0.25,0.04745975271369955,12330503000.0,[675.12274],1701370600.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[675.12274],[1015.2079],1.1041168411283144,1.1041168411283144
897,56089444.0,314759.47,272357300.0,0.6699568661863756,1041.993,0.0360584721842673,23406620150665.863,27603780898459.69,63986146000000.0,8,6484693137534.187,0.1630441,-385597135.1266327,3043536176.8733673,0.25,0.04745975271369955,12330503000.0,[676.1165],1698630900.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[676.1165],[1016.44025],1.0942191118454132,1.0942191118454132
898,56032616.0,313341.75,272415680.0,0.6700660838891489,1042.59,0.03606364043507534,23406231764192.805,27603780898459.69,64056455000000.0,8,6484693137534.187,0.1630441,-388386473.0572624,3043486038.9427366,0.25,0.04745975271369955,12330503000.0,[676.9962],1695891200.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[676.9962],[1017.6726],1.0281607020746972,1.0281607020746972
899,55976040.0,311768.75,272474000.0,0.6701754476048939,1043.362,0.036068842147189376,23405840586995.13,27603780898459.69,64126764000000.0,8,6484693137534.187,0.1630441,-391177197.67635536,3043435538.323644,0.25,0.04745975271369955,12330503000.0,[677.8366],1693151500.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[677.8366],[1018.90497],1.0054000690395983,1.0054000690395983
900,55920310.0,310226.34,272531550.0,0.6702828158100266,1044.064,0.036074080362546314,23405446619733.965,27603780898459.69,64197070000000.0,8,6484693137534.187,0.1630441,-393967261.1642151,3043384674.8357844,0.25,0.04745975271369955,12330503000.0,[678.6927],1690411800.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[678.6927],[1020.1373],1.014495749410521,1.014495749410521
901,55864630.0,308748.3,272589000.0,0.6703901353441688,1044.558,0.036079348997272345,23414056379294.53,27603780898459.69,64285837000000.0,3,6493699655780.762,0.1630441,8609759560.56512,3043333448.5651207,0.25,0.04745975271369955,12330503000.0,[679.5955],1687672000.0,871232640.0,2884931300.0,3446575400.0,3903430533882.744,0.07669644370385534,0.04745975271369955,[5.5965986],[0.46704102],[21.574183],[1.811657],[0.],[0.],[679.5955],[1021.73395],1.194891257317659,1.194891257317659
